account_id,customer_id,account_type,branch,opening_balance,account_status,open_date
358,428,Savings,,260110.28,ACTIVE,2022-02-20
359,168,,MOMBASA,991425.7,ACTIVE,2023-03-11
360,108,Savings,Westlands,689777.38,,2019-11-12
361,31,Fixed Deposit,Nairobi CBD,339652.42,Dormant,2024-04-19
362,373,Fixed Deposit, Kisumu,990523.84,ACTIVE,2022-03-30
363,327,Fixed Deposit,Westlands,849218.6,ACTIVE,2020-11-26
364,521,Fixed Deposit,Westlands,350585.2,Active,2024-02-01
365,198,CURRENT,,433931.14,,2019-11-04
366,165,Fixed Deposit,Westlands,134009.41,Active,2024-01-20
367,220,,,375801.64,Active,2020-06-26
368,89,Fixed Deposit,Nairobi CBD,199978.74,Active,2022-06-01
369,332,CURRENT,,557382.11,,2024-06-25
370,497,savings,Nairobi CBD,239629.68,ACTIVE,2022-05-28
371,392,Savings,Nairobi CBD,589177.81,Dormant,2023-06-07
372,205,Fixed Deposit, Kisumu,569917.41,,2019-06-02
373,70,,Nairobi CBD,861007.7,Dormant,2024-10-16
374,410,savings, Kisumu,690492.32,,2025-04-20
375,146,Savings, Kisumu,597067.14,Active,2023-08-14
376,245,savings,Nairobi CBD,389265.86,Dormant,2019-07-11
377,40,savings,Nairobi CBD,907533.42,Dormant,2021-09-15
378,1,Savings, Kisumu,43924.23,Dormant,2022-02-05
379,225,Savings,,636832.61,,2023-08-24
380,270,Savings,Westlands,465254.81,,2021-01-07
381,107,Savings,Westlands,138969.36,Dormant,2023-06-29
382,525,CURRENT,Nairobi CBD,507358.49,,2019-11-21
383,3,Savings,Nairobi CBD,553674.18,Active,2022-09-03
384,515,,,610870.69,Active,2022-03-08
385,56,,,287419.94,,2020-01-16
386,8,,Westlands,19192.18,,2024-03-30
387,214,Savings,Westlands,670088.01,Active,2020-10-11
388,89,,,349290.55,Active,2025-04-12
389,90,savings,Nairobi CBD,85232.13,ACTIVE,2019-06-03
390,310,CURRENT,MOMBASA,143562.11,ACTIVE,2020-11-09
391,197,Savings,Nairobi CBD,70370.39,Active,2021-09-29
392,220,, Kisumu,452901.45,,2020-01-06
393,216,Savings,Nairobi CBD,836374.14,Active,2024-02-05
394,139,Fixed Deposit,Nairobi CBD,175710.58,ACTIVE,2023-11-28
395,453,CURRENT,Westlands,248909.58,ACTIVE,2025-01-10
396,357,Savings,MOMBASA,379203.56,Dormant,2024-08-23
397,454,savings, Kisumu,761143.22,ACTIVE,2020-06-21
398,281,savings,Nairobi CBD,409477.92,Active,2019-11-22
399,349,savings,,885714.47,ACTIVE,2022-07-28
400,2,savings,MOMBASA,793572.09,Dormant,2021-02-19
401,108,Savings,MOMBASA,422125.86,ACTIVE,2022-01-14
402,376,Savings,,117466.89,,2024-09-15
403,165,savings,,48670.31,Dormant,2020-07-06
404,418,,Nairobi CBD,646032.91,Dormant,2024-08-23
405,295,Savings,MOMBASA,428545.12,Active,2020-05-21
406,181,, Kisumu,612340.88,Dormant,2023-06-13
407,292,Fixed Deposit,Westlands,338444.92,Active,2019-09-21
408,94,savings,MOMBASA,616373.72,Dormant,2020-03-29
409,72,,Nairobi CBD,693391.03,ACTIVE,2025-10-27
410,80,Savings,Nairobi CBD,533356.87,Active,2025-09-07
411,371,Savings,Westlands,555085.6,,2024-07-23
412,523,CURRENT, Kisumu,173781.0,Active,2023-10-21
413,262,CURRENT, Kisumu,405987.84,Dormant,2022-05-20
414,456,Savings, Kisumu,339057.83,Dormant,2026-01-09
415,32,Fixed Deposit,Westlands,102108.2,Dormant,2023-12-06
416,360,CURRENT,MOMBASA,623012.46,Dormant,2023-08-12
417,75,Savings,Westlands,781352.26,ACTIVE,2024-03-28
418,270,savings,Nairobi CBD,139377.69,Active,2026-04-09
419,59,Fixed Deposit,MOMBASA,650488.98,Dormant,2025-01-24
420,64,Savings,MOMBASA,9892.23,Dormant,2022-08-31
421,364,CURRENT,,721254.62,Dormant,2024-06-27
422,379,CURRENT,MOMBASA,363061.27,Active,2023-03-23
423,255,savings,MOMBASA,759601.35,Active,2022-04-11
424,230,savings,Westlands,761458.79,ACTIVE,2024-07-08
425,247,Fixed Deposit,MOMBASA,869008.63,Active,2022-06-13
426,102,Fixed Deposit,MOMBASA,230987.19,Active,2022-12-25
427,484,Fixed Deposit, Kisumu,111423.31,,2023-11-24
428,504,Savings, Kisumu,113357.78,,2022-11-10
429,178,savings, Kisumu,437467.28,Active,2023-02-17
430,196,Savings,MOMBASA,357947.1,,2025-03-16
431,245,CURRENT,,52576.37,Dormant,2019-05-19
432,496,savings,,609197.94,,2024-01-05
433,113,Savings, Kisumu,522464.51,Dormant,2024-02-01
434,535,savings,,863986.83,Dormant,2021-01-01
435,104,Savings, Kisumu,261629.76,,2022-03-12
436,135,Savings, Kisumu,629151.83,Active,2021-08-05
437,211,CURRENT,MOMBASA,63486.56,,2021-05-24
438,494,CURRENT,Westlands,507084.3,Active,2026-03-20
439,482,Savings,,646670.8,,2024-07-03
440,143,CURRENT,Westlands,384294.0,ACTIVE,2025-04-06
441,43,CURRENT,Westlands,698264.9,Active,2023-12-15
442,470,Savings, Kisumu,213052.78,Active,2021-05-18
443,293,Fixed Deposit,Westlands,838461.75,ACTIVE,2020-09-15
444,322,,Westlands,939138.87,,2020-07-06
445,26,savings,Nairobi CBD,356719.67,,2025-06-20
446,239,Savings, Kisumu,370580.96,,2021-11-07
447,218,,Westlands,188365.06,,2019-09-13
448,207,CURRENT, Kisumu,267334.79,ACTIVE,2025-10-30
449,33,Fixed Deposit,Westlands,339880.23,Active,2026-01-15
450,383,savings,Westlands,827167.76,Active,2021-01-31
451,159,,MOMBASA,604682.98,,2022-03-31
452,396,savings,MOMBASA,236642.1,Active,2022-01-03
453,281,Fixed Deposit,Westlands,909920.1,Dormant,2024-11-19
454,329,Savings,Westlands,230481.75,Dormant,2024-01-18
455,83,, Kisumu,788966.18,ACTIVE,2021-09-14
456,229,savings,MOMBASA,967595.23,,2023-12-01
457,98,Savings, Kisumu,914349.82,Active,2022-08-15
458,18,CURRENT,Nairobi CBD,285414.5,Dormant,2021-06-02
459,142,Fixed Deposit,Nairobi CBD,527029.76,ACTIVE,2022-08-15
460,526,,Nairobi CBD,443506.53,,2022-02-16
461,544,,MOMBASA,898264.17,Dormant,2024-12-30
462,447,Savings,,897030.13,,2026-03-14
463,186,CURRENT,Westlands,409101.44,ACTIVE,2021-10-29
464,76,Savings,,680798.0,Dormant,2021-08-22
465,336,Savings, Kisumu,472723.27,Dormant,2022-12-20
466,477,CURRENT,Westlands,978100.36,Active,2023-11-23
467,213,, Kisumu,398053.86,Dormant,2025-06-03
468,239,CURRENT,MOMBASA,376988.58,,2024-03-07
469,374,savings,Westlands,637996.95,ACTIVE,2024-08-08
470,116,Savings,,131675.96,,2022-01-05
471,431,Savings, Kisumu,580264.53,ACTIVE,2021-06-11
472,365,CURRENT, Kisumu,311067.24,,2026-05-04
473,19,savings, Kisumu,366555.09,ACTIVE,2025-12-06
474,209,savings,,966153.69,Dormant,2020-02-11
475,379,CURRENT,MOMBASA,159224.75,Active,2025-12-14
476,466,,Nairobi CBD,194308.31,Active,2026-01-04
477,548,Fixed Deposit,,268800.46,Active,2023-04-09
478,5,savings,Nairobi CBD,694365.66,Active,2022-07-12
479,178,savings,Westlands,261459.33,Dormant,2024-02-15
480,20,Savings,Nairobi CBD,77885.33,Active,2020-08-30
481,204,savings, Kisumu,332033.73,ACTIVE,2019-12-01
482,328,CURRENT, Kisumu,746259.55,ACTIVE,2023-01-01
483,342,Savings,Nairobi CBD,260307.07,ACTIVE,2026-03-29
484,94,Savings,,47589.86,ACTIVE,2026-03-08
485,135,CURRENT,MOMBASA,499268.37,Dormant,2021-09-17
486,193,,,804184.65,Dormant,2019-05-23
487,433,Fixed Deposit,MOMBASA,715595.62,Dormant,2024-09-07
488,319,Savings, Kisumu,89680.48,Dormant,2024-07-07
489,196,Fixed Deposit, Kisumu,790226.16,Dormant,2021-01-22
490,96,Fixed Deposit,,432648.98,Active,2020-12-21
491,198,,Westlands,103435.13,,2023-04-02
492,247,CURRENT,,420593.65,ACTIVE,2023-06-28
493,59,Savings,Westlands,722982.01,Dormant,2020-04-19
494,526,CURRENT,Westlands,637992.28,,2025-08-30
495,197,savings,Westlands,986179.39,ACTIVE,2022-06-22
496,135,savings,Nairobi CBD,222442.93,ACTIVE,2022-03-15
497,318,Fixed Deposit,MOMBASA,520523.77,ACTIVE,2021-02-15
498,57,,MOMBASA,84582.71,Active,2020-01-13
499,333,,Westlands,147008.5,Dormant,2022-07-01
500,473,Savings,Westlands,317182.85,ACTIVE,2020-04-18
501,488,,MOMBASA,774305.19,Active,2026-04-08
502,72,, Kisumu,434487.95,Active,2024-10-06
503,259,,Westlands,446874.62,,2022-05-25
504,429,CURRENT,,444078.92,ACTIVE,2024-08-31
505,53,Savings, Kisumu,83299.88,ACTIVE,2024-06-12
506,137,Savings,,124596.79,,2022-07-08
507,36,CURRENT,Nairobi CBD,851684.22,ACTIVE,2025-03-25
508,448,,Nairobi CBD,140552.75,Active,2021-05-01
509,53,Savings,MOMBASA,909364.45,Dormant,2021-05-08
510,543,Savings,Nairobi CBD,312587.26,,2022-02-01
511,174,savings,Westlands,383807.63,,2025-01-03
512,347,CURRENT,Nairobi CBD,890570.17,,2021-02-28
513,120,Savings,MOMBASA,942669.72,,2024-02-16
514,485,savings,Westlands,602071.78,ACTIVE,2020-12-19
515,477,Fixed Deposit,Westlands,732662.65,Dormant,2026-03-28
516,199,Fixed Deposit,Nairobi CBD,866759.27,ACTIVE,2020-04-02
517,254,Savings,MOMBASA,510386.09,Dormant,2023-05-20
518,329,CURRENT,Westlands,728029.99,ACTIVE,2025-06-12
519,193,Fixed Deposit,Nairobi CBD,820781.23,Dormant,2023-07-22
520,353,Savings,MOMBASA,604559.26,Active,2025-01-30
521,335,savings,MOMBASA,818005.32,ACTIVE,2020-07-27
522,375,CURRENT,MOMBASA,615918.73,,2025-04-21
523,388,CURRENT,Nairobi CBD,942471.23,Active,2023-10-04
524,421,,Westlands,816045.41,Active,2022-01-12
525,176,savings,MOMBASA,249483.21,ACTIVE,2025-04-03
526,390,Fixed Deposit,MOMBASA,129260.34,ACTIVE,2019-05-21
527,57,CURRENT,Westlands,847115.75,Dormant,2023-10-06
528,50,, Kisumu,945896.59,,2025-08-04
529,473,savings,MOMBASA,357706.61,Active,2022-12-06
530,103,Savings,MOMBASA,886048.91,Active,2021-01-06
531,233,CURRENT,Nairobi CBD,613134.33,,2020-02-09
532,54,savings, Kisumu,638274.78,ACTIVE,2021-08-04
533,489,Fixed Deposit,MOMBASA,636825.73,,2022-10-25
534,327,CURRENT,MOMBASA,737765.98,ACTIVE,2023-07-09
535,109,,,997762.07,Active,2025-12-04
536,496,Fixed Deposit, Kisumu,6863.32,Dormant,2023-10-19
537,213,savings,MOMBASA,540481.62,Active,2022-06-03
538,36,Fixed Deposit,,567079.8,Active,2025-03-01
539,135,Fixed Deposit,Nairobi CBD,179728.88,ACTIVE,2023-12-05
540,528,CURRENT,Nairobi CBD,218439.53,Active,2022-08-30
541,225,CURRENT, Kisumu,153529.69,Active,2024-11-27
542,427,savings,MOMBASA,298272.61,ACTIVE,2026-02-20
543,528,savings, Kisumu,544602.44,Active,2023-02-08
544,147,, Kisumu,999959.94,Dormant,2023-12-03
545,188,Savings,,878350.86,Active,2026-05-10
546,371,Savings,Nairobi CBD,203431.02,Active,2025-07-29
547,515,savings,,459715.16,Dormant,2025-05-23
548,219,savings,Westlands,629226.48,Active,2020-03-21
549,435,savings,,686007.03,ACTIVE,2019-06-24
550,240,Fixed Deposit,Westlands,510790.28,,2022-03-14
551,56,Savings,Nairobi CBD,801699.01,Dormant,2024-05-24
552,243,,MOMBASA,228244.71,Dormant,2020-01-02
553,238,,Westlands,903660.57,Dormant,2026-04-02
554,113,Fixed Deposit,,709128.09,ACTIVE,2023-08-18
555,435,,Nairobi CBD,485842.5,Active,2019-12-25
556,454,Savings,Nairobi CBD,897171.75,,2026-03-06
557,146,CURRENT, Kisumu,167455.25,Dormant,2023-04-05
558,345,Fixed Deposit,Westlands,996503.22,Dormant,2024-02-09
559,166,Fixed Deposit,MOMBASA,616301.48,ACTIVE,2025-04-01
560,318,savings,Westlands,442766.06,Dormant,2022-03-27
561,198,,MOMBASA,120087.21,ACTIVE,2023-11-15
562,189,Fixed Deposit, Kisumu,839128.63,,2022-04-18
563,485,CURRENT, Kisumu,516103.1,,2023-04-09
564,522,savings,,165036.27,Active,2022-06-16
565,361,Fixed Deposit,Nairobi CBD,400413.19,ACTIVE,2019-09-09
566,436,CURRENT,MOMBASA,703486.52,,2025-11-23
567,156,Fixed Deposit,,545651.39,Active,2023-03-06
568,489,CURRENT,,628103.01,,2019-12-17
569,443,,MOMBASA,152251.72,Active,2020-05-31
570,149,CURRENT, Kisumu,789971.57,Dormant,2024-10-17
571,349,savings,,549665.21,Dormant,2021-10-22
572,293,Savings,Westlands,897012.94,Active,2024-11-26
573,331,Fixed Deposit, Kisumu,493177.11,ACTIVE,2020-03-22
574,534,Savings,MOMBASA,546735.59,ACTIVE,2024-07-14
575,489,Savings,MOMBASA,250821.61,ACTIVE,2020-01-09
576,18,CURRENT, Kisumu,62530.45,Active,2025-06-19
577,283,CURRENT,MOMBASA,820555.5,Dormant,2025-05-14
578,387,Savings,Nairobi CBD,189113.6,Active,2022-04-16
579,144,savings,MOMBASA,224127.09,Active,2022-07-27
580,448,CURRENT,Nairobi CBD,732086.4,Active,2022-03-19
581,148,,,921558.79,Active,2021-05-06
582,153,Fixed Deposit,Westlands,35065.0,,2025-11-09
583,396,Fixed Deposit,Nairobi CBD,627714.55,Dormant,2025-02-13
584,130,CURRENT,Nairobi CBD,79526.62,Dormant,2025-06-22
585,128,Savings,Nairobi CBD,324451.01,Dormant,2025-12-13
586,116,Fixed Deposit,Westlands,102648.47,Dormant,2025-12-22
587,367,savings,MOMBASA,116493.18,,2025-03-29
588,334,Fixed Deposit, Kisumu,249579.68,Dormant,2022-07-09
589,495,Savings,Westlands,161389.64,Dormant,2019-06-04
590,360,Savings, Kisumu,527863.49,Active,2026-01-05
591,451,,,8872.0,,2024-09-29
592,24,,MOMBASA,658493.12,Dormant,2025-10-27
593,50,,,138182.47,Dormant,2022-08-01
594,393,savings,Nairobi CBD,497812.86,Active,2024-12-02
595,371,Fixed Deposit,Westlands,567730.25,,2022-06-20
596,342,Fixed Deposit,,928585.29,Dormant,2023-02-09
597,324,Fixed Deposit,Westlands,265292.88,Dormant,2023-08-03
598,5,,MOMBASA,314864.74,ACTIVE,2020-01-18
599,345,savings,,856959.8,,2021-10-17
600,282,Savings, Kisumu,929861.82,Active,2020-03-08
601,153,Fixed Deposit,Nairobi CBD,571194.24,ACTIVE,2024-07-24
602,520,Fixed Deposit,Nairobi CBD,82702.48,Dormant,2023-08-24
603,106,Fixed Deposit,MOMBASA,875895.11,,2021-05-11
604,453,CURRENT,Nairobi CBD,728976.8,ACTIVE,2023-12-08
605,100,Savings, Kisumu,833496.97,ACTIVE,2024-06-25
606,220,Savings,MOMBASA,274289.6,ACTIVE,2023-09-04
607,211,,,997891.94,,2020-08-18
608,285,Fixed Deposit,MOMBASA,398262.69,,2022-07-23
609,122,Savings,Westlands,810364.44,ACTIVE,2022-08-21
610,55,,,735632.06,Dormant,2022-02-21
611,361,Fixed Deposit,Westlands,256011.68,Active,2020-12-22
612,456,Fixed Deposit,Nairobi CBD,82322.71,Active,2021-10-22
613,221,Fixed Deposit,,466374.08,Active,2021-02-15
614,298,CURRENT,,181230.51,Dormant,2019-08-07
615,123,savings,,256578.37,Dormant,2022-10-11
616,168,savings, Kisumu,856847.16,Dormant,2020-06-29
617,257,CURRENT,Nairobi CBD,217261.66,ACTIVE,2022-09-19
618,65,Fixed Deposit,,622760.63,,2025-12-13
619,218,Savings, Kisumu,913316.19,ACTIVE,2023-12-21
620,62,Fixed Deposit,Westlands,650845.43,,2026-03-27
621,543,savings,MOMBASA,156300.18,Active,2025-07-22
622,326,Fixed Deposit,Westlands,914508.1,,2023-03-16
623,481,Fixed Deposit,MOMBASA,561035.6,Active,2025-09-24
624,510,,MOMBASA,157938.76,Active,2023-01-18
625,377,Fixed Deposit,Nairobi CBD,981562.74,Dormant,2025-11-16
626,511,,MOMBASA,966649.79,,2024-11-25
627,183,CURRENT,Nairobi CBD,314427.98,,2022-06-09
628,127,CURRENT, Kisumu,627627.71,ACTIVE,2023-03-06
629,493,savings,,957924.63,Dormant,2019-09-15
630,369,savings,,186372.67,ACTIVE,2026-03-02
631,251,,Nairobi CBD,417595.79,Dormant,2022-07-22
632,73,savings,,505000.94,Active,2019-05-20
633,243,Savings,MOMBASA,926304.5,Dormant,2025-04-09
634,2,CURRENT,Nairobi CBD,974794.31,Active,2022-11-27
635,288,CURRENT,,691599.5,,2025-09-18
636,359,,,823464.23,Active,2022-01-07
637,208,savings,Westlands,97164.33,Active,2025-03-01
638,274,,,956176.78,,2026-03-05
639,415,Savings,Nairobi CBD,594544.13,,2024-09-21
640,114,CURRENT,,143661.31,ACTIVE,2021-10-14
641,23,Savings,Nairobi CBD,993549.17,,2023-11-03
642,165,CURRENT,MOMBASA,549020.68,ACTIVE,2025-01-01
643,379,CURRENT,,137371.92,Dormant,2025-06-08
644,156,savings,Nairobi CBD,586475.66,Active,2025-02-22
645,164,CURRENT,,564944.33,Active,2019-07-14
646,509,Fixed Deposit, Kisumu,541305.58,Active,2022-12-07
647,60,savings, Kisumu,136178.69,Active,2019-06-30
648,248,CURRENT,Westlands,772467.83,,2025-07-26
649,397,Fixed Deposit,MOMBASA,473750.78,Active,2025-12-11
650,228,Savings, Kisumu,987731.88,Dormant,2026-05-02
651,39,,Westlands,194205.97,ACTIVE,2025-02-13
652,85,CURRENT,Nairobi CBD,335511.79,Active,2019-11-24
653,434,CURRENT,Nairobi CBD,509726.41,,2020-09-20
654,251,savings,Westlands,301870.94,ACTIVE,2022-07-24
655,109,, Kisumu,928014.97,Active,2024-05-19
656,510,Savings,Westlands,817835.89,Active,2022-08-15
657,292,,Nairobi CBD,332021.29,Active,2023-01-13
658,534,savings,,401451.24,Dormant,2020-12-01
659,215,Fixed Deposit,MOMBASA,659534.64,Active,2024-01-18
660,246,Fixed Deposit,Nairobi CBD,700136.52,,2020-10-13
661,104,savings, Kisumu,83249.42,ACTIVE,2023-01-30
662,374,CURRENT,Westlands,262545.63,ACTIVE,2024-06-19
663,228,Savings, Kisumu,413660.74,,2023-02-20
664,71,savings,Nairobi CBD,65808.65,Dormant,2024-10-30
665,270,Savings, Kisumu,499812.16,,2019-12-24
666,260,savings,Nairobi CBD,668173.74,,2025-10-15
667,459,CURRENT,Nairobi CBD,933560.25,,2023-04-24
668,130,savings,Nairobi CBD,481094.47,Dormant,2025-05-20
669,26,savings,,984930.5,Active,2023-02-01
670,77,Savings,MOMBASA,236224.61,Dormant,2021-05-03
671,275,CURRENT,Westlands,693951.82,ACTIVE,2020-12-06
672,417,CURRENT,Westlands,978049.43,,2025-03-06
673,184,Savings,Westlands,86922.53,,2025-08-12
674,241,savings,MOMBASA,715427.63,Active,2026-03-26
675,390,Savings,Westlands,-1359.33,Active,2026-03-27
676,363,Savings,MOMBASA,996334.2,ACTIVE,2024-03-15
677,453,,,192521.09,Dormant,2024-08-03
678,495,CURRENT,Westlands,370568.84,Dormant,2023-06-26
679,285,,Westlands,501409.32,,2019-06-20
680,441,,Westlands,38826.13,ACTIVE,2021-11-22
681,283,Savings, Kisumu,779933.72,,2026-01-27
682,255,,,372051.03,ACTIVE,2022-09-08
683,301,Fixed Deposit,Nairobi CBD,817652.9,,2025-06-18
684,329,savings, Kisumu,861454.89,ACTIVE,2026-03-19
685,466,CURRENT,Nairobi CBD,753486.3,Dormant,2024-04-12
686,240,Fixed Deposit,MOMBASA,633412.39,Active,2025-04-21
687,280,,Nairobi CBD,338474.12,,2025-10-24
688,34,Fixed Deposit,,522397.9,ACTIVE,2019-10-17
689,235,CURRENT,MOMBASA,469591.31,Dormant,2025-07-28
690,500,Savings,MOMBASA,193022.79,,2026-01-31
691,45,savings,MOMBASA,848084.64,,2020-04-24
692,296,Fixed Deposit,Westlands,310616.78,Dormant,2021-06-02
693,162,CURRENT,MOMBASA,55969.86,Dormant,2023-10-09
694,340,Savings,Westlands,890183.0,,2022-10-29
695,435,savings,Westlands,771599.11,ACTIVE,2023-06-06
696,522,Savings,Nairobi CBD,902303.3,,2025-05-30
697,523,Fixed Deposit,,988316.2,Active,2023-02-17
698,402,Fixed Deposit,Westlands,376179.24,Active,2024-07-15
699,381,Savings,MOMBASA,329618.59,Active,2020-03-24
700,193,savings,Nairobi CBD,577305.9,Dormant,2024-02-07
1,158,savings, Kisumu,484146.63,,2020-06-22
2,352,,Nairobi CBD,166575.93,ACTIVE,2025-08-11
3,376,Savings,MOMBASA,510156.57,Active,2024-07-11
4,302,CURRENT,,887584.3,,2021-08-26
5,161,,MOMBASA,815243.52,Dormant,2025-07-17
6,518,savings, Kisumu,178321.97,Active,2023-04-12
7,362,,Nairobi CBD,690197.85,Active,2022-04-22
8,3,CURRENT,,-1067.36,ACTIVE,2023-03-07
9,408,Savings,,10518.27,Active,2025-04-08
10,202,savings, Kisumu,767811.11,ACTIVE,2021-04-16
